h394-114.2015|amendment|h|2015|2015-07-08T14:33:00-04:00|394|On Agreeing to the Amendment: Amendment 14 to H R 2822||On the Amendment|Failed
s296-114.2015|procedural|s|2015|2015-11-03T15:56:00-05:00|296|On the Motion to Proceed S.J.Res. 22|Motion to Proceed to S. J. Res. 22|On the Motion to Proceed|Motion to Proceed Agreed to
h183-114.2015|passage|h|2015|2015-04-30T18:15:00-04:00|183|On Agreeing to the Conference Report: S CON RES 11 Setting forth the congressional budget for the United States Government for fiscal year 2016 and setting forth the appropriate budgetary levels for fiscal years 2017 through 2025|Setting forth the congressional budget for the United States Government for fiscal year 2016 and setting forth the appropriate budgetary levels for fiscal years 2017 through 2025|On the Conference Report|Passed
h222-114.2015|recommit|h|2015|2015-05-13T17:21:00-04:00|222|On Motion to Recommit with Instructions: H R 36 Pain-Capable Unborn Child Protection Act|Pain-Capable Unborn Child Protection Act|On the Motion to Recommit|Failed
h665-114.2015|passage|h|2015|2015-12-02T19:18:00-05:00|665|On Agreeing to the Conference Report: S 1177 To reauthorize the Elementary and Secondary Education Act of 1965 to ensure that every child achieves|To reauthorize the Elementary and Secondary Education Act of 1965 to ensure that every child achieves|On the Conference Report|Passed
h428-114.2015|passage|h|2015|2015-07-09T17:45:00-04:00|428|On Passage: H R 2647 Resilient Federal Forests Act of 2015|Resilient Federal Forests Act of 2015|On Passage of the Bill|Passed
h235-114.2015|amendment|h|2015|2015-05-15T10:27:00-04:00|235|On Agreeing to the Amendment: Amendment 12 to H R 1735||On the Amendment|Failed
h555-114.2015|procedural|h|2015|2015-10-21T14:37:00-04:00|555|On Ordering the Previous Question: H RES 481 Providing for consideration of the bill (H.R. 1937) to require the Secretary of the Interior and the Secretary of Agriculture to more efficiently develop domestic sources of the minerals and mineral materials of strategic and critical importance to US economic and national security and manufacturing competitiveness|Providing for consideration of the bill (H.R. 1937) to require the Secretary of the Interior and the Secretary of Agriculture to more efficiently develop domestic sources of the minerals and mineral materials of strategic and critical importance to US economic and national security and manufacturing competitiveness|On Ordering the Previous Question|Passed
h345-114.2015|passage|h|2015|2015-06-11T13:55:00-04:00|345|Concurring in Senate amendments with amendment: H R 1295 Trade Preferences Extension Act of 2015|Trade Preferences Extension Act of 2015|Concurring in Senate amendments with amendment|Passed
h380-114.2015|passage|h|2015|2015-06-24T14:22:00-04:00|380|On Agreeing to the Resolution: H RES 333 Providing for consideration of the bill (H.R. 2822) making appropriations for the Department of the Interior, environment, and related agencies for the fiscal year ending September 30, 2016; providing for consideration of the bill (H.R. 2042) Ratepayer Protection Act|Providing for consideration of the bill (H.R. 2822) making appropriations for the Department of the Interior, environment, and related agencies for the fiscal year ending September 30, 2016; providing for consideration of the bill (H.R. 2042) Ratepayer Protection Act|On the Resolution|Passed
s221-114.2015|nomination|s|2015|2015-07-07T17:31:00-04:00|221|On the Nomination PN12: Kara Farnandez Stoll, of Virginia, to be United States Circuit Judge for the Federal Circuit|Confirmation Kara Farnandez Stoll, of Virginia, to be U.S. Circuit Judge for the Federal Circuit|On the Nomination|Nomination Confirmed
s163-114.2015|passage|s|2015|2015-04-22T16:06:00-04:00|163|On Passage of the Bill S. 178|S. 178 As Amended|On Passage of the Bill|Bill Passed
h529-114.2015|procedural|h|2015|2015-10-01T10:39:00-04:00|529|On Ordering the Previous Question: H RES 449 Providing for consideration of the bill (H.R. 3457) the Justice for Victims of Iranian Terrorism Act and consideration of the conference report to accompany the bill (H.R. 1735) the National Defense Authorization Act for Fiscal Year 2016.|Providing for consideration of the bill (H.R. 3457) the Justice for Victims of Iranian Terrorism Act and consideration of the conference report to accompany the bill (H.R. 1735) the National Defense Authorization Act for Fiscal Year 2016.|On Ordering the Previous Question|Passed
h416-114.2015|amendment|h|2015|2015-07-08T18:01:00-04:00|416|On Agreeing to the Amendment: Amendment 40 to H R 5||On the Amendment|Agreed to
h204-114.2015|amendment|h|2015|2015-04-30T23:42:00-04:00|204|On Agreeing to the Amendment: Amendment 31 to H R 2028||On the Amendment|Failed
s8-114.2015|amendment|s|2015|2015-01-21T15:47:00-05:00|8|On the Amendment S.Amdt. 69 to S.Amdt. 2 to S. 1 (Keystone XL Pipeline Act)|Durbin Amdt. No. 69|On the Amendment|Amendment Rejected
s326-114.2015|procedural|s|2015|2015-12-03T19:06:00-05:00|326|On the Motion (Motion to Waive All Applicable Budgetary Discipline Re: McConnell Amdt. No. 2916)|Motion to Waive All Applicable Budgetary Discipline Re: McConnell Amdt. No. 2916|On the Motion (Motion to Waive All Applicable Budgetary Discipline Re: McConnell Amdt. No. 2916)|Motion Rejected
h391-114.2015|passage-suspension|h|2015|2015-07-07T19:06:00-04:00|391|On Motion to Suspend the Rules and Concur in the Senate Amendment: H R 91 Veteran’s I.D. Card Act of 2015|Veteran’s I.D. Card Act of 2015|On Motion to Suspend the Rules and Concur in the Senate Amendment|Passed
h384-114.2015|passage|h|2015|2015-06-24T17:19:00-04:00|384|On Passage: H R 2042 Ratepayer Protection Act of 2015|Ratepayer Protection Act of 2015|On Passage of the Bill|Passed
h260-114.2015|passage|h|2015|2015-05-20T19:16:00-04:00|260|On Passage: H R 880 American Research and Competitiveness Act of 2015|American Research and Competitiveness Act of 2015|On Passage of the Bill|Passed
h434-114.2015|passage-suspension|h|2015|2015-07-13T18:56:00-04:00|434|On Motion to Suspend the Rules and Pass, as Amended: H R 2499 Veterans Entrepeneurship Act of 2015|Veterans Entrepeneurship Act of 2015|On Motion to Suspend the Rules and Pass, as Amended|Passed
h513-114.2015|amendment|h|2015|2015-09-25T11:31:00-04:00|513|On Agreeing to the Amendment: Amendment 7 to H R 348||On the Amendment|Failed
h475-114.2015|amendment|h|2015|2015-07-28T17:40:00-04:00|475|On Agreeing to the Amendment: Amendment 4 to H R 427||On the Amendment|Failed
s220-114.2015|cloture|s|2015|2015-06-24T16:43:00-04:00|220|Motion to Invoke Cloture on the Motion to Concur in the House Amendment to the Senate Amendment to H.R. 1295 with Amendment No. 2065|On the Cloture Motion H.R. 1295|On the Cloture Motion|Cloture Motion Agreed to
h145-114.2015|passage-suspension|h|2015|2015-04-13T19:00:00-04:00|145|On Motion to Suspend the Rules and Pass: H R 1259 Helping Expand Lending Practices in Rural Communities Act|Helping Expand Lending Practices in Rural Communities Act|On Motion to Suspend the Rules and Pass|Passed
h385-114.2015|procedural|h|2015|2015-06-25T10:38:00-04:00|385|On Motion to Refer: H RES 341 Raising a question of the privileges of the House.|Raising a question of the privileges of the House.|On Motion to Refer|Passed
s32-114.2015|amendment|s|2015|2015-01-28T15:03:00-05:00|32|On the Amendment S.Amdt. 70 to S.Amdt. 2 to S. 1 (Keystone XL Pipeline Act)|Peters Amdt. No. 70|On the Amendment|Amendment Rejected
h395-114.2015|amendment|h|2015|2015-07-08T14:36:00-04:00|395|On Agreeing to the Amendment: Amendment 19 to H R 2822||On the Amendment|Failed
h517-114.2015|recommit|h|2015|2015-09-25T12:00:00-04:00|517|On Motion to Recommit with Instructions: H R 348 Responsibly And Professionally Invigorating Development Act of 2015 (RAPID Act)|Responsibly And Professionally Invigorating Development Act of 2015 (RAPID Act)|On the Motion to Recommit|Failed
s206-114.2015|procedural|s|2015|2015-06-10T17:03:00-04:00|206|On the Motion to Table S.Amdt. 1986 to H.R. 1735 (Military Construction Authorization Act for Fiscal Year 2016)|Motion to Table Kirk Amdt. No. 1986|On the Motion to Table S.Amdt. 1986 to H.R. 1735 (Military Construction Authorization Act for Fiscal Year 2016)|Motion to Table Failed
h108-114.2015|procedural|h|2015|2015-03-03T14:05:00-05:00|108|On Motion to Table the Senate Amendment: H R 240 Making appropriations for the Department of Homeland Security for the fiscal year ending September 30, 2015, and for other purposes|Making appropriations for the Department of Homeland Security for the fiscal year ending September 30, 2015, and for other purposes|On Motion to Table the Senate Amendment|Failed
h472-114.2015|passage-suspension|h|2015|2015-07-28T14:09:00-04:00|472|On Motion to Suspend the Rules and Pass, as Amended: H R 675 Veterans’ Compensation Cost-of-Living Adjustment Act of 2015|Veterans’ Compensation Cost-of-Living Adjustment Act of 2015|On Motion to Suspend the Rules and Pass, as Amended|Passed
h473-114.2015|amendment|h|2015|2015-07-28T17:27:00-04:00|473|On Agreeing to the Amendment: Amendment 1 to H R 427||On the Amendment|Agreed to
h574-114.2015|amendment|h|2015|2015-10-27T18:17:00-04:00|574|On Agreeing to the Amendment: Amendment 1 to H R 1090||On the Amendment|Failed
h470-114.2015|procedural|h|2015|2015-07-28T13:53:00-04:00|470|On Ordering the Previous Question: H RES 380 Providing for consideration of the bill H.R. 427, the Regulations from the Executive in Need of Scrutiny Act of 2015 (REINS Act), and providing for proceedings during the period from July 30, 2015, through September 7, 2015, and for other purposes.|Providing for consideration of the bill H.R. 427, the Regulations from the Executive in Need of Scrutiny Act of 2015 (REINS Act), and providing for proceedings during the period from July 30, 2015, through September 7, 2015, and for other purposes.|On Ordering the Previous Question|Passed
h103-114.2015|procedural|h|2015|2015-02-27T14:56:00-05:00|103|On Approving the Journal||On Approving the Journal|Passed
h608-114.2015|amendment|h|2015|2015-11-04T22:49:00-05:00|608|On Agreeing to the Amendment: Amendment 74 to H R 22||On the Amendment|Failed
h256-114.2015|amendment|h|2015|2015-05-20T18:44:00-04:00|256|On Agreeing to the Amendment: Amendment 11 to H R 1806||On the Amendment|Failed
s205-114.2015|amendment|s|2015|2015-06-09T15:08:00-04:00|205|On the Amendment S.Amdt. 1521 to S.Amdt. 1463 to H.R. 1735 (Military Construction Authorization Act for Fiscal Year 2016)|Reed Amdt. No. 1521|On the Amendment|Amendment Rejected
s134-114.2015|amendment|s|2015|2015-03-27T03:04:00-04:00|134|On the Amendment S.Amdt. 1047 to S.Con.Res. 11 (No short title on file)|Kaine Amdt. No. 1047 As Modified |On the Amendment|Amendment Agreed to
s317-114.2015|procedural|s|2015|2015-12-03T15:44:00-05:00|317|On the Motion (Motion to Waive All Applicable Budgetary Discipline Re: Shaheen Amdt. No. 2892)|Motion to Waive All Applicable Budgetary Discipline Re: Shaheen Amdt. No. 2892|On the Motion (Motion to Waive All Applicable Budgetary Discipline Re: Shaheen Amdt. No. 2892)|Motion Rejected
s305-114.2015|nomination|s|2015|2015-11-16T17:32:00-05:00|305|On the Nomination PN15: LaShann Moutique DeArcy Hall, of New York, to be United States District Judge for the Eastern District of New York|Nomination LaShann Moutique DeArcy Hall, of New York, to be U.S. District Judge for the Eastern District|On the Nomination|Nomination Confirmed
h123-114.2015|amendment|h|2015|2015-03-18T14:12:00-04:00|123|On Agreeing to the Amendment: Amendment 2 to H R 1030||On the Amendment|Failed
h568-114.2015|passage|h|2015|2015-10-23T11:57:00-04:00|568|On Passage: H R 3762 Restoring Americans’ Healthcare Freedom Reconciliation Act of 2015|Restoring Americans’ Healthcare Freedom Reconciliation Act of 2015|On Passage of the Bill|Passed
h437-114.2015|passage-suspension|h|2015|2015-07-14T15:53:00-04:00|437|On Motion to Suspend the Rules and Pass: H R 1723 Small Company Simple Registration Act|Small Company Simple Registration Act|On Motion to Suspend the Rules and Pass|Passed
s61-114.2015|amendment|s|2015|2015-02-27T10:52:00-05:00|61|On the Amendment S.Amdt. 255 to H.R. 240 (Department of Homeland Security Appropriations Act, 2015)|Cochran Amdt. No. 255|On the Amendment|Amendment Agreed to
h347-114.2015|amendment|h|2015|2015-06-11T14:03:00-04:00|347|On Agreeing to the Amendment: Amendment 42 to H R 2685||On the Amendment|Failed
s187-114.2015|amendment|s|2015|2015-05-22T17:35:00-04:00|187|On the Amendment S.Amdt. 1299 to S.Amdt. 1221 to H.R. 1314 (Ensuring Tax Exempt Organizations the Right to Appeal Act)|Portman Amdt. No. 1299|On the Amendment|Amendment Rejected
s56-114.2015|nomination|s|2015|2015-02-12T14:07:00-05:00|56|On the Nomination PN1: Ashton B. Carter, of Massachusetts, to be Secretary of Defense|Confirmation Ashton B. Carter, of Massachusetts, to be Secretary of Defense|On the Nomination|Nomination Confirmed
h438-114.2015|procedural|h|2015|2015-07-15T14:22:00-04:00|438|On Ordering the Previous Question: H RES 362 Providing for consideration of H.R. 2898, Western Water and American Food Security Act of 2015; and providing for consideration of H.R. 3038, Highway and Transportation Funding Act of 2015, Part II|Providing for consideration of H.R. 2898, Western Water and American Food Security Act of 2015; and providing for consideration of H.R. 3038, Highway and Transportation Funding Act of 2015, Part II|On Ordering the Previous Question|Passed
h178-114.2015|procedural|h|2015|2015-04-29T15:45:00-04:00|178|On Sustaining the Ruling of the Chair: H R 2029 Making appropriations for military construction, the Department of Veterans Affairs, and related agencies for the fiscal year ending September 30, 2016, and for other purposes|Making appropriations for military construction, the Department of Veterans Affairs, and related agencies for the fiscal year ending September 30, 2016, and for other purposes|On Sustaining the Ruling of the Chair|Passed
s261-114.2015|passage|s|2015|2015-07-30T13:47:00-04:00|261|On Passage of the Bill H.R. 3236|H.R. 3236|On Passage of the Bill|Bill Passed
h669-114.2015|amendment|h|2015|2015-12-03T11:03:00-05:00|669|On Agreeing to the Amendment: Amendment 28 to H R 8||On the Amendment|Agreed to
h151-114.2015|passage|h|2015|2015-04-14T17:55:00-04:00|151|On Passage: H R 650 Preserving Access to Manufactured Housing Act|Preserving Access to Manufactured Housing Act|On Passage of the Bill|Passed
h641-114.2015|passage|h|2015|2015-11-19T11:35:00-05:00|641|On Passage: H R 3189 Fed Oversight Reform and Modernization (FORM) Act of 2015|Fed Oversight Reform and Modernization (FORM) Act of 2015|On Passage of the Bill|Passed
s313-114.2015|procedural|s|2015|2015-12-03T14:22:00-05:00|313|On the Motion (Motion to Waive All Applicable Budgetary Discipline Re: Brown Amdt. No. 2883)|Motion to Waive All Applicable Budgetary Discipline Re: Brown Amdt. No. 2883|On the Motion (Motion to Waive All Applicable Budgetary Discipline Re: Brown Amdt. No. 2883)|Motion Rejected
s127-114.2015|amendment|s|2015|2015-03-27T00:06:00-04:00|127|On the Amendment S.Amdt. 919 to S.Con.Res. 11 (No short title on file)|Reed Amdt. No. 919|On the Amendment|Amendment Rejected
h31-114.2015|amendment|h|2015|2015-01-14T11:28:00-05:00|31|On Agreeing to the Amendment: Amendment 3 to H R 240||On the Amendment|Agreed to
s331-114.2015|passage|s|2015|2015-12-03T20:47:00-05:00|331|On the Conference Report H.R. 22|Conference Report to Accompany H.R. 22|On the Conference Report|Conference Report Agreed to
h216-114.2015|passage-suspension|h|2015|2015-05-12T18:57:00-04:00|216|On Motion to Suspend the Rules and Pass: H R 606 Don’t Tax Our Fallen Public Safety Heroes Act|Don’t Tax Our Fallen Public Safety Heroes Act|On Motion to Suspend the Rules and Pass|Passed
h405-114.2015|amendment|h|2015|2015-07-08T15:09:00-04:00|405|On Agreeing to the Amendment: Amendment 54 to H R 2822||On the Amendment|Failed
h454-114.2015|amendment|h|2015|2015-07-22T18:15:00-04:00|454|On Agreeing to the Amendment: Amendment 4 to H R 1734||On the Amendment|Failed
h457-114.2015|recommit|h|2015|2015-07-22T18:42:00-04:00|457|On Motion to Recommit with Instructions: H R 1734 Improving Coal Combustion Residuals Regulation Act of 2015|Improving Coal Combustion Residuals Regulation Act of 2015|On the Motion to Recommit|Failed
s306-114.2015|passage|s|2015|2015-11-17T17:28:00-05:00|306|On the Joint Resolution S.J.Res. 24|S.J.Res. 24|On the Joint Resolution|Joint Resolution Passed
s214-114.2015|cloture|s|2015|2015-06-17T16:04:00-04:00|214|Motion to Invoke Cloture on H.R. 1735|On the Cloture Motion H.R. 1735|On the Cloture Motion|Cloture Motion Agreed to
s228-114.2015|amendment|s|2015|2015-07-09T12:23:00-04:00|228|On the Amendment S.Amdt. 2094 to S.Amdt. 2089 to S. 1177 (Every Child Achieves Act of 2015)|Toomey Amdt. No. 2094 As Modified|On the Amendment|Amendment Agreed to
s73-114.2015|cloture|s|2015|2015-03-17T11:29:00-04:00|73|Motion to Invoke Cloture on S.178|On the Cloture Motion S. 178|On the Cloture Motion|Cloture Motion Rejected
h551-114.2015|passage-suspension|h|2015|2015-10-20T19:06:00-04:00|551|On Motion to Suspend the Rules and Pass: H R 3350 Know the CBRN Terrorism Threats to Transportation Act|Know the CBRN Terrorism Threats to Transportation Act|On Motion to Suspend the Rules and Pass|Passed
s270-114.2015|cloture|s|2015|2015-09-24T13:55:00-04:00|270|Motion to Invoke Cloture on Cochran Amdt. No. 2669|On the Cloture Motion S.Amdt. 2669 to H.J.Res. 61 (Hire More Heroes Act of 2015)|On the Cloture Motion|Cloture Motion Rejected
h336-114.2015|amendment|h|2015|2015-06-10T22:19:00-04:00|336|On Agreeing to the Amendment: Amendment 27 to H R 2685||On the Amendment|Failed
h105-114.2015|procedural|h|2015|2015-02-27T17:23:00-05:00|105|On Motion to Instruct Conferees: H R 240 Making appropriations for the Department of Homeland Security for the fiscal year ending September 30, 2015, and for other purposes|Making appropriations for the Department of Homeland Security for the fiscal year ending September 30, 2015, and for other purposes|On Motion to Instruct Conferees|Failed
s189-114.2015|amendment|s|2015|2015-05-22T18:21:00-04:00|189|On the Amendment S.Amdt. 1251 to S.Amdt. 1221 to H.R. 1314 (Ensuring Tax Exempt Organizations the Right to Appeal Act)|Brown Amdt. No. 1251|On the Amendment|Amendment Rejected
s271-114.2015|cloture|s|2015|2015-09-28T17:41:00-04:00|271|Motion to Invoke Cloture on the Motion to Concur in the House Amendment to the Senate Amendment with Further Amendment to H.R. 719|On the Cloture Motion H.R. 719|On the Cloture Motion|Cloture Motion Agreed to
h439-114.2015|passage|h|2015|2015-07-15T14:30:00-04:00|439|On Agreeing to the Resolution: H RES 362 Providing for consideration of H.R. 2898, Western Water and American Food Security Act of 2015; and providing for consideration of H.R. 3038, Highway and Transportation Funding Act of 2015, Part II|Providing for consideration of H.R. 2898, Western Water and American Food Security Act of 2015; and providing for consideration of H.R. 3038, Highway and Transportation Funding Act of 2015, Part II|On the Resolution|Passed
h514-114.2015|amendment|h|2015|2015-09-25T11:35:00-04:00|514|On Agreeing to the Amendment: Amendment 8 to H R 348||On the Amendment|Agreed to
h292-114.2015|amendment|h|2015|2015-06-03T18:31:00-04:00|292|On Agreeing to the Amendment: Amendment 81 to H R 2578||On the Amendment|Failed
h592-114.2015|amendment|h|2015|2015-11-03T19:21:00-05:00|592|On Agreeing to the Amendment: Amendment 30 to H R 22||On the Amendment|Failed
s181-114.2015|amendment|s|2015|2015-05-18T17:30:00-04:00|181|On the Amendment S.Amdt. 1242 to S.Amdt. 1221 to H.R. 1314 (Ensuring Tax Exempt Organizations the Right to Appeal Act)|Brown Amdt. No. 1242|On the Amendment|Amendment Rejected
s167-114.2015|amendment|s|2015|2015-04-28T18:10:00-04:00|167|On the Amendment S.Amdt. 1150 to S.Amdt. 1140 to H.R. 1191 (Protecting Volunteer Firefighters and Emergency Responders Act)|Johnson Amdt. No. 1150|On the Amendment|Amendment Rejected
h520-114.2015|passage-suspension|h|2015|2015-09-28T19:04:00-04:00|520|On Motion to Suspend the Rules and Pass: H R 2786 Cross-Border Rail Security Act of 2015|Cross-Border Rail Security Act of 2015|On Motion to Suspend the Rules and Pass|Passed
h309-114.2015|passage|h|2015|2015-06-09T18:57:00-04:00|309|On Passage: H R 2289 Commodity End-User Relief Act|Commodity End-User Relief Act|On Passage of the Bill|Passed
s132-114.2015|amendment|s|2015|2015-03-27T02:46:00-04:00|132|On the Amendment S.Amdt. 855 to S.Con.Res. 11 (No short title on file)|Lee Amdt. No. 855|On the Amendment|Amendment Agreed to
h112-114.2015|passage|h|2015|2015-03-04T15:05:00-05:00|112|On Passage: H R 749 To reauthorize Federal support for passenger rail programs and for other purposes|To reauthorize Federal support for passenger rail programs and for other purposes|On Passage of the Bill|Passed
h141-114.2015|amendment|h|2015|2015-03-25T18:25:00-04:00|141|On Agreeing to the Amendment: Amendment 6 to H CON RES 27||On the Amendment|Agreed to
s217-114.2015|nomination|s|2015|2015-06-22T17:38:00-04:00|217|On the Nomination PN414: Peter V. Neffenger, of Ohio, to be an Assistant Secretary of Homeland Security|Confirmation Peter V. Neffenger, of Ohio, to be an Assistant Secretary of Homeland Security|On the Nomination|Nomination Confirmed
h355-114.2015|amendment|h|2015|2015-06-11T14:31:00-04:00|355|On Agreeing to the Amendment: Amendment 60 to H R 2685||On the Amendment|Failed
h66-114.2015|amendment|h|2015|2015-02-05T11:16:00-05:00|66|On Agreeing to the Amendment: Amendment 5 to H R 527||On the Amendment|Failed
h420-114.2015|amendment|h|2015|2015-07-08T18:14:00-04:00|420|On Agreeing to the Amendment: Amendment 46 to H R 5||On the Amendment|Agreed to
h55-114.2015|passage|h|2015|2015-02-03T14:13:00-05:00|55|On Agreeing to the Resolution: H RES 70 Providing for consideration of the bill (H.R. 596) to repeal the Patient Protection and Affordable Care Act and health care-related provisions in the Health Care and Education Reconciliation Act of 2010, and for other purposes|Providing for consideration of the bill (H.R. 596) to repeal the Patient Protection and Affordable Care Act and health care-related provisions in the Health Care and Education Reconciliation Act of 2010, and for other purposes|On the Resolution|Passed
h606-114.2015|amendment|h|2015|2015-11-04T19:38:00-05:00|606|On Agreeing to the Amendment: Amendment 68 to H R 22||On the Amendment|Failed
h354-114.2015|amendment|h|2015|2015-06-11T14:27:00-04:00|354|On Agreeing to the Amendment: Amendment 59 to H R 2685||On the Amendment|Failed
s160-114.2015|amendment|s|2015|2015-04-22T14:53:00-04:00|160|On the Amendment S.Amdt. 311 to S. 178 (Justice for Victims of Trafficking Act of 2015)|Brown Amdt. No. 311|On the Amendment|Amendment Agreed to
h147-114.2015|passage-suspension|h|2015|2015-04-13T19:15:00-04:00|147|On Motion to Suspend the Rules and Pass: H R 1480 SAFE Act Confidentiality and Privilege Enhancement Act|SAFE Act Confidentiality and Privilege Enhancement Act|On Motion to Suspend the Rules and Pass|Passed
h71-114.2015|procedural|h|2015|2015-02-11T15:00:00-05:00|71|On Ordering the Previous Question: H RES 100 Providing for consideration of S. 1, the Keystone XL Pipeline Approval Act|Providing for consideration of S. 1, the Keystone XL Pipeline Approval Act|On Ordering the Previous Question|Passed
h280-114.2015|amendment|h|2015|2015-06-03T14:07:00-04:00|280|On Agreeing to the Amendment: Amendment 53 to H R 2578||On the Amendment|Agreed to
h460-114.2015|amendment|h|2015|2015-07-23T13:38:00-04:00|460|On Agreeing to the Amendment: Amendment 2 to H R 1599||On the Amendment|Failed
