C001037|400063||Michael|E.|Capuano|1952-01-09|M|Roman Catholic
C001072|412258||André||Carson|1974-10-16|M|
C001051|400068||John|R.|Carter|1941-11-06|M|Christian
C001075|412269|S373|Bill||Cassidy|1957-09-28|M|
C001066|412195||Kathy||Castor|1966-08-20|F|
C000266|400071||Steve|J.|Chabot|1953-01-22|M|Catholic
C001080|412379||Judy|M.|Chu|1953-07-07|F|
C001084|412470||David|N.|Cicilline|1961-07-15|M|
C001067|412221||Yvette|D.|Clarke|1964-11-21|F|
C001049|400074||Wm.|Lacy|Clay|1956-07-27|M|Roman Catholic
C001061|400639||Emanuel||Cleaver|1944-10-26|M|
C000537|400075||James|E.|Clyburn|1940-07-21|M|African Methodist Episcopal
C001077|412271||Mike||Coffman|1955-03-19|M|
C001068|412236||Steve||Cohen|1949-05-24|M|
C001053|400077||Tom||Cole|1949-04-28|M|Methodist
C001062|400655||K.|Michael|Conaway|1948-06-11|M|Baptist
C001078|412272||Gerald|E.|Connolly|1950-03-30|M|
C000714|400080||John||Conyers|1929-05-16|M|Baptist
C000754|400081||Jim||Cooper|1954-06-19|M|Episcopalian
C001059|400618||Jim||Costa|1952-04-13|M|
C001069|412193||Joe||Courtney|1953-04-06|M|
C000880|300030|S266|Michael|D.|Crapo|1951-05-20|M|Latter Day Saints
C001087|412400||Eric|A.|Crawford|1966-01-22|M|
C001038|400087||Joseph||Crowley|1962-03-16|M|Roman Catholic
C001063|400657||Henry||Cuellar|1955-09-19|M|Catholic
C001048|400089||John|Abney|Culberson|1956-08-24|M|Methodist
C000984|400090||Elijah|E.|Cummings|1951-01-18|M|Baptist
D000096|400093||Danny|K.|Davis|1941-09-06|M|Baptist
D000598|400097||Susan|A.|Davis|1944-04-13|F|Jewish
D000191|400100||Peter|A.|DeFazio|1947-05-27|M|Catholic
D000197|400101||Diana|L.|DeGette|1957-07-29|F|Presbyterian
D000216|400103||Rosa|L.|DeLauro|1943-03-02|F|Roman Catholic
D000612|412403||Jeff||Denham|1967-07-29|M|
D000604|400648||Charles|W.|Dent|1960-05-24|M|
D000616|412477||Scott||DesJarlais|1964-02-21|M|
D000610|412385||Theodore|E.|Deutch|1966-05-07|M|
D000600|400108||Mario||Diaz-Balart|1961-09-25|M|Catholic
D000399|400111||Lloyd|A.|Doggett|1946-10-06|M|Methodist
D000607|412205|S356|Joe||Donnelly|1955-09-28|M|
D000482|400114||Michael|F.|Doyle|1953-08-05|M|Roman Catholic
D000614|412488||Sean|P.|Duffy|1971-10-03|M|
D000615|412472||Jeff||Duncan|1966-01-07|M|
D000533|400116||John|J.|Duncan|1947-07-21|M|Presbyterian
E000288|412215||Keith|Maurice|Ellison|1963-08-04|M|
E000179|400122||Eliot|L.|Engel|1947-02-18|M|Jewish
E000215|400124||Anna|G.|Eshoo|1942-12-13|F|Catholic
F000460|412482||Blake||Farenthold|1961-12-12|M|
F000444|400134|S358|Jeff||Flake|1962-12-31|M|Latter Day Saints
F000459|412476||Charles|J.|Fleischmann|1962-10-11|M|
F000461|412480||Bill||Flores|1954-02-25|M|
F000449|400640||Jeff|Lane|Fortenberry|1960-12-27|M|
F000450|400643||Virginia||Foxx|1943-06-29|F|Roman Catholic
F000448|400141||Trent||Franks|1957-06-19|M|Baptist
F000372|400142||Rodney|P.|Frelinghuysen|1946-04-29|M|Episcopalian
F000455|412327||Marcia|L.|Fudge|1952-10-29|F|
G000559|412382||John||Garamendi|1945-01-24|M|
G000562|412406|S377|Cory||Gardner|1974-08-22|M|
G000563|412463||Bob||Gibbs|1954-06-14|M|
G000552|400651||Louie|B.|Gohmert|1953-08-18|M|Unknown
G000289|400154||Bob|W.|Goodlatte|1952-09-22|M|Christian Scientist
G000565|412397||Paul|A.|Gosar|1958-11-22|M|
G000566|412473||Trey||Gowdy|1964-08-22|M|
G000377|400157||Kay||Granger|1943-01-18|F|Methodist
G000386|300048|S153|Charles|E.|Grassley|1933-09-17|M|Baptist
G000546|400158||Sam|B.|Graves|1963-11-07|M|Baptist
G000560|412388||Tom||Graves|1970-02-03|M|
G000553|400653||Al||Green|1947-09-01|M|Unknown
G000410|400160||Gene|Eugene|Green|1947-10-17|M|Methodist
G000568|412485||H.|Morgan|Griffith|1958-03-15|M|
G000551|400162||Raúl|M.|Grijalva|1948-02-19|M|Roman Catholic
G000558|412278||Brett||Guthrie|1964-02-18|M|
G000535|400163||Luis|V.|Gutiérrez|1953-12-10|M|Roman Catholic
H001045|412280||Gregg||Harper|1956-06-01|M|
H001052|412434||Andy||Harris|1957-01-25|M|
H001053|412444||Vicky||Hartzler|1960-10-13|F|
H000324|400170||Alcee|L.|Hastings|1936-09-05|M|African Methodist Episcopal
H001046|412281|S359|Martin||Heinrich|1971-10-17|M|
H001036|400175||Jeb||Hensarling|1957-05-29|M|Christian
H001056|412486||Jaime||Herrera Beutler|1978-11-03|F|
H001038|400641||Brian|M.|Higgins|1959-10-06|M|
H001047|412282||James|A.|Himes|1966-07-05|M|
H001042|412200|S361|Mazie|K.|Hirono|1947-11-03|F|
H001061|412494|S344|John||Hoeven|1957-03-13|M|
H000874|400189||Steny|H.|Hoyer|1939-06-14|M|Baptist
H001058|412437||Bill||Huizenga|1969-01-31|M|
H001059|412422||Randy||Hultgren|1966-03-01|M|
H001048|412283||Duncan|D.|Hunter|1976-12-07|M|
I000055|400194|S305|John|H.|Isakson|1944-12-28|M|Methodist
I000056|400196||Darrell|E.|Issa|1953-11-01|M|
J000032|400199||Sheila||Jackson Lee|1950-01-12|F|Seventh Day Adventist
J000290|412284||Lynn||Jenkins|1963-06-10|F|
J000292|412460||Bill||Johnson|1954-11-10|M|
J000126|400204||Eddie|Bernice|Johnson|1935-12-03|F|Baptist
J000288|412199||Henry|C.|Johnson|1954-10-02|M|
J000293|412496|S345|Ron||Johnson|1955-04-08|M|
J000174|400206||Sam|Robert|Johnson|1930-10-11|M|Methodist
J000255|400209||Walter|B.|Jones|1943-02-10|M|Catholic
J000289|412226||Jim||Jordan|1964-02-17|M|
K000009|400211||Marcy||Kaptur|1946-06-17|F|Roman Catholic
K000375|412435||William|R.|Keating|1952-09-06|M|
K000376|412465||Mike||Kelly|1948-05-10|M|
K000188|400218||Ron|James|Kind|1963-03-16|M|Lutheran
K000210|400219||Peter|T.|King|1944-04-05|M|Roman Catholic
K000362|400220||Steve|A.|King|1949-05-28|M|Roman Catholic
K000378|412421||Adam||Kinzinger|1978-02-27|M|
L000573|412419||Raúl|R.|Labrador|1967-12-08|M|
L000564|412191||Doug||Lamborn|1954-05-24|M|
L000567|412290||Leonard||Lance|1952-06-25|M|
L000559|400230||James|R.|Langevin|1964-04-22|M|
L000575|412464|S378|James||Lankford|1968-03-04|M|
L000560|400232||Rick||Larsen|1965-06-15|M|
L000557|400233||John|B.|Larson|1948-07-22|M|
L000566|412256||Robert|E.|Latta|1956-04-18|M|
L000174|300065|S057|Patrick|J.|Leahy|1940-03-31|M|Roman Catholic
L000551|400237||Barbara||Lee|1946-07-16|F|Baptist
L000577|412495|S346|Mike||Lee|1971-06-04|M|
L000263|400238||Sander|M.|Levin|1931-09-06|M|Jewish
L000287|400240||John|R.|Lewis|1940-02-21|M|Baptist
L000563|400630||Daniel|William|Lipinski|1966-07-15|M|
L000554|400244||Frank|A.|LoBiondo|1946-05-12|M|Roman Catholic
L000565|412209||David||Loebsack|1952-12-23|M|
L000397|400245||Zoe||Lofgren|1947-12-21|F|Lutheran
L000576|412445||Billy||Long|1955-08-11|M|
L000480|400246||Nita|M.|Lowey|1937-07-05|F|Jewish
L000491|400247||Frank|D.|Lucas|1960-01-06|M|Baptist
L000569|412292||Blaine||Luetkemeyer|1952-05-07|M|
L000570|412293||Ben|Ray|Luján|1972-06-07|M|
L000562|400249||Stephen|F.|Lynch|1955-03-31|M|
M000087|400251||Carolyn|B.|Maloney|1946-02-19|F|Presbyterian
M001158|400656||Kenny|Ewell|Marchant|1951-02-23|M|Nazarene
M001179|412468||Tom||Marino|1952-08-15|M|
M000133|400253|S369|Edward|J.|Markey|1946-07-11|M|Roman Catholic
M001163|400663||Doris|O.|Matsui|1944-09-25|F|
M000303|300071|S197|John|S.|McCain|1936-08-29|M|Episcopalian
M001165|412190||Kevin||McCarthy|1965-01-26|M|
M001157|400654||Michael|T.|McCaul|1962-01-14|M|Unknown
M001177|412295||Tom||McClintock|1956-07-10|M|
M001143|400259||Betty|Louise|McCollum|1954-07-12|F|Roman Catholic
M000312|400263||James|P.|McGovern|1959-11-20|M|Catholic
M001156|400644||Patrick|T.|McHenry|1975-10-22|M|
M001180|412487||David|B.|McKinley|1947-03-28|M|
M001159|400659||Cathy||McMorris Rodgers|1969-05-22|F|
M001166|412189||Jerry||McNerney|1951-06-18|M|
M001181|412466||Patrick||Meehan|1955-10-20|M|
M001137|400271||Gregory|W.|Meeks|1953-09-25|M|African Methodist Episcopal
M001160|400661||Gwen||Moore|1951-04-18|F|Unknown
M000934|400284|S347|Jerry||Moran|1954-05-29|M|Methodist
M001153|300075|S288|Lisa|A.|Murkowski|1957-05-22|F|Roman Catholic
M001169|412194|S364|Christopher|S.|Murphy|1973-08-03|M|
M001151|400285||Tim||Murphy|1952-09-11|M|Roman Catholic
M001111|300076|S229|Patty||Murray|1950-10-11|F|Roman Catholic
N000002|400289||Jerrold|L.|Nadler|1947-06-13|M|Jewish
N000179|400290||Grace|F.|Napolitano|1936-12-04|F|Roman Catholic
N000015|400291||Richard|E.|Neal|1949-02-14|M|Roman Catholic
N000184|412475||Kristi|L.|Noem|1971-11-30|F|
N000147|400295||Eleanor|Holmes|Norton|1937-06-13|F|Episcopalian
N000181|400297||Devin|G.|Nunes|1973-10-01|M|Roman Catholic
O000168|412302||Pete||Olson|1962-12-09|M|
P000601|412443||Steven|M.|Palazzo|1970-02-21|M|
P000034|400308||Frank|J.|Pallone|1951-10-30|M|Catholic
P000096|400309||Bill|J.|Pascrell|1937-01-25|M|Catholic
P000603|412492|S348|Rand||Paul|1963-01-07|M|
P000594|412303||Erik||Paulsen|1965-05-14|M|
P000588|400313||Stevan|E.|Pearce|1947-08-24|M|
P000197|400314||Nancy||Pelosi|1940-03-26|F|Roman Catholic
P000593|412192||Ed||Perlmutter|1953-05-01|M|
P000595|412305|S380|Gary|C.|Peters|1958-12-01|M|
P000258|400316||Collin|Clark|Peterson|1944-06-29|M|Lutheran
P000597|412307||Chellie||Pingree|1955-04-02|F|
P000592|400652||Ted||Poe|1948-09-10|M|Unknown
P000598|412308||Jared||Polis|1975-05-12|M|
P000449|400325|S349|Robert|J.|Portman|1955-12-19|M|Methodist
P000599|412309||Bill||Posey|1947-12-18|M|
P000523|400326||David|E.|Price|1940-08-17|M|Baptist
Q000023|412331||Mike||Quigley|1958-10-17|M|
R000585|412393||Tom|W.|Reed|1971-11-18|M|
R000578|400660||David|G.|Reichert|1950-08-29|M|
R000586|412462||James|B.|Renacci|1958-12-03|M|
R000588|412432||Cedric|L.|Richmond|1973-09-13|M|
R000591|412394||Martha||Roby|1976-07-27|F|
R000582|412310||David|P.|Roe|1945-07-21|M|
R000395|400340||Harold||Rogers|1937-12-31|M|Baptist
R000575|400341||Mike||Rogers|1958-07-16|M|
R000409|400343||Dana|T.|Rohrabacher|1947-06-21|M|Christian
R000592|412426||Todd||Rokita|1970-02-09|M|
R000583|412311||Thomas|J.|Rooney|1970-11-21|M|
R000435|400344||Ileana||Ros-Lehtinen|1952-07-15|F|Roman Catholic
R000580|412202||Peter|J.|Roskam|1961-09-13|M|
R000593|412411||Dennis|A.|Ross|1959-10-18|M|
R000486|400347||Lucille||Roybal-Allard|1941-06-12|F|Roman Catholic
R000487|400348||Edward|R.|Royce|1951-10-12|M|Roman Catholic
R000595|412491|S350|Marco||Rubio|1971-05-28|M|
R000576|400349||C.|A. Dutch|Ruppersberger|1946-01-31|M|Methodist
R000515|400350||Bobby|L.|Rush|1946-11-23|M|Protestant
R000570|400351||Paul|D.|Ryan|1970-01-29|M|Roman Catholic
R000577|400352||Tim|J.|Ryan|1973-07-16|M|Roman Catholic
S001177|412312||Gregorio|Kilili Camacho|Sablan|1955-01-19|M|
S001168|412212||John|P.|Sarbanes|1962-05-22|M|
S001176|412261||Steve|Joseph|Scalise|1965-10-06|M|
S001145|400360||Janice|D.|Schakowsky|1944-05-26|F|Jewish
S001150|400361||Adam|B.|Schiff|1960-06-22|M|
S001180|412315||Kurt||Schrader|1951-10-19|M|
S000148|300087|S270|Charles|E.|Schumer|1950-11-23|M|Jewish
S001183|412399||David||Schweikert|1962-03-03|M|
S001189|412417||Austin||Scott|1969-12-10|M|
S001157|400363||David||Scott|1945-06-27|M|Baptist
S000185|400364||Robert|C.|Scott|1947-04-30|M|Episcopalian
S001184|412471|S365|Tim||Scott|1965-09-19|M|
S000244|400365||F.|James|Sensenbrenner|1943-06-14|M|Episcopalian
S000248|400366||José|E.|Serrano|1943-10-24|M|Roman Catholic
S000250|400367||Pete|A.|Sessions|1955-03-22|M|Methodist
S001185|412396||Terri|A.|Sewell|1965-01-01|F|
S000320|300089|S184|Richard|C.|Shelby|1934-05-06|M|Presbyterian
S000344|400371||Brad|J.|Sherman|1954-10-24|M|Jewish
S000364|400373||John|M.|Shimkus|1958-02-21|M|Lutheran
S001154|409888||Bill||Shuster|1961-01-10|M|
S001148|400376||Michael|K.|Simpson|1950-09-08|M|Latter Day Saints
S001165|412186||Albio||Sires|1951-01-26|M|
S000480|400378||Louise|McIntosh|Slaughter|1929-08-14|F|Episcopalian
S000510|400379||Adam||Smith|1965-06-15|M|Christian
S001172|412217||Adrian||Smith|1970-12-19|M|
S000522|400380||Christopher|H.|Smith|1953-03-04|M|Roman Catholic
S000583|400381||Lamar|S.|Smith|1947-11-19|M|Christian Scientist
S001175|412259||Jackie||Speier|1950-05-14|F|
S001187|412461||Steve||Stivers|1965-03-24|M|
S001156|400355||Linda|T.|Sánchez|1969-01-28|F|Roman Catholic
T000193|400402||Bennie|G.|Thompson|1948-01-28|M|Methodist
T000460|400403||Mike|Michael|Thompson|1951-01-24|M|Catholic
T000467|412317||Glenn||Thompson|1959-07-27|M|
T000238|400404||Mac|M.|Thornberry|1958-07-15|M|Presbyterian
T000250|400546|S303|John||Thune|1961-01-07|M|
T000462|400406||Patrick|J.|Tiberi|1962-10-21|M|Catholic
T000470|412405||Scott|R.|Tipton|1956-11-09|M|
T000469|412319||Paul||Tonko|1949-06-18|M|
T000461|400408|S351|Patrick|J.|Toomey|1961-11-17|M|
T000465|412254||Niki|S.|Tsongas|1946-04-26|F|
T000463|400411||Michael|R.|Turner|1960-01-11|M|
U000031|400414||Fred|Stephen|Upton|1953-04-23|M|Protestant
V000128|400415|S390|Chris||Van Hollen|1959-01-10|M|Episcopalian
V000081|400416||Nydia|M.|Velázquez|1953-03-28|F|Roman Catholic
V000108|400417||Peter|J.|Visclosky|1949-08-13|M|Roman Catholic
W000798|412213||Tim||Walberg|1951-04-12|M|
W000791|400419||Greg|P.|Walden|1957-01-10|M|Episcopalian
W000799|412214||Timothy|James|Walz|1964-04-06|M|
W000797|400623||Debbie||Wasserman Schultz|1966-09-27|F|Jewish
W000187|400422||Maxine||Waters|1938-08-15|F|Christian
W000806|412410||Daniel||Webster|1949-04-27|M|
W000800|412239||Peter||Welch|1947-05-02|M|
W000795|400433||Joe|G.|Wilson|1947-07-31|M|Presbyterian
W000808|412412||Frederica|S.|Wilson|1942-11-05|F|
W000804|412255||Robert|J.|Wittman|1959-02-03|M|Episcopalian
W000809|412402||Steve||Womack|1957-02-18|M|
W000810|412416||Rob||Woodall|1970-02-11|M|
W000779|300100|S247|Ron||Wyden|1949-05-03|M|Jewish
Y000062|412211||John|A.|Yarmuth|1947-11-04|M|
Y000063|412430||Kevin||Yoder|1976-01-08|M|
Y000033|400440||Don|E.|Young|1933-06-09|M|Episcopalian
Y000064|412428|S391|Todd|C.|Young|1972-08-24|M|
H001041|412218|S352|Dean||Heller|1960-05-10|M|
A000369|412500||Mark|E.|Amodei|1958-06-12|M|
B001278|412501||Suzanne||Bonamici|1954-10-14|F|
D000617|412505||Suzan|K.|DelBene|1962-02-17|F|
M001184|412503||Thomas||Massie|1971-01-13|M|
P000604|412506||Donald|M.|Payne|1958-12-17|M|
S001194|412507|S353|Brian|Emanuel|Schatz|1972-10-20|M|
F000454|412257||Bill||Foster|1955-10-07|M|
T000468|412318||Dina||Titus|1950-05-23|F|
C001095|412508|S374|Tom||Cotton|1977-05-13|M|
S001191|412509||Kyrsten||Sinema|1976-07-12|F|
L000578|412510||Doug||LaMalfa|1960-07-02|M|
H001068|412511||Jared||Huffman|1964-02-18|M|
B001287|412512||Ami||Bera|1965-03-02|M|
C001094|412513||Paul||Cook|1943-03-03|M|
S001193|412514||Eric||Swalwell|1980-11-16|M|
V000129|412515||David|G.|Valadao|1977-04-14|M|
B001285|412516||Julia||Brownley|1952-08-28|F|
C001097|412517||Tony||Cárdenas|1963-03-31|M|
R000599|412519||Raul||Ruiz|1972-08-25|M|
T000472|412520||Mark||Takano|1960-12-10|M|
L000579|412521||Alan|S.|Lowenthal|1941-03-08|M|
V000130|412522||Juan||Vargas|1961-03-07|M|
P000608|412523||Scott|H.|Peters|1958-06-17|M|
E000293|412524||Elizabeth|H.|Esty|1959-08-25|F|
Y000065|412525||Ted|S.|Yoho|1955-04-13|M|
D000621|412526||Ron||DeSantis|1978-09-14|M|
F000462|412529||Lois||Frankel|1948-05-16|F|
C001093|412531||Doug||Collins|1966-08-16|M|
G000571|412532||Tulsi||Gabbard|1981-04-12|F|
D000622|412533|S386|Tammy||Duckworth|1968-03-12|F|
D000619|412536||Rodney||Davis|1970-01-05|M|
B001286|412537||Cheri||Bustos|1961-10-17|F|
W000813|412538||Jackie||Walorski|1963-08-17|F|
B001284|412539||Susan|W.|Brooks|1960-08-25|F|
M001189|412540||Luke||Messer|1969-02-27|M|
B001282|412541||Garland||Barr|1973-07-24|M|
W000817|412542|S366|Elizabeth||Warren|1949-06-22|F|
K000379|412543||Joseph|P.|Kennedy|1980-10-04|M|
D000620|412544||John|K.|Delaney|1963-04-16|M|
K000383|412545|S363|Angus||King|1944-03-31|M|
K000380|412546||Daniel|T.|Kildee|1958-08-11|M|
N000127|408211||Richard|M.|Nolan|1943-12-17|M|
W000812|412548||Ann||Wagner|1962-09-13|F|
D000618|412549|S375|Steve||Daines|1962-08-20|M|
H001067|412550||Richard||Hudson|1971-11-04|M|
P000606|412551||Robert||Pittenger|1948-08-15|M|
M001187|412552||Mark||Meadows|1959-07-28|M|
H001065|412553||George||Holding|1968-04-17|M|
H001069|412554|S360|Heidi||Heitkamp|1955-10-30|F|
C001096|412555||Kevin||Cramer|1961-01-21|M|
F000463|412556|S357|Deb||Fischer|1951-03-01|F|
K000382|412557||Ann|M.|Kuster|1956-09-05|F|
L000580|412558||Michelle||Lujan Grisham|1959-10-24|F|
M001188|412560||Grace||Meng|1975-10-01|F|
J000294|412561||Hakeem|S.|Jeffries|1970-08-04|M|
M001185|412562||Sean|Patrick|Maloney|1966-07-30|M|
C001092|412563||Chris||Collins|1950-05-20|M|
W000815|412564||Brad|R.|Wenstrup|1958-06-17|M|
B001281|412565||Joyce||Beatty|1950-03-12|F|
J000295|412566||David|P.|Joyce|1957-03-17|M|
B001283|412567||Jim||Bridenstine|1975-06-15|M|
M001190|412568||Markwayne||Mullin|1977-07-26|M|
P000605|412569||Scott||Perry|1962-05-27|M|
R000598|412570||Keith|J.|Rothfus|1962-04-25|M|
C001090|412571||Matthew|A.|Cartwright|1961-05-01|M|
R000597|412572||Tom||Rice|1957-08-04|M|
C001098|412573|S355|Ted||Cruz|1970-12-22|M|
W000814|412574||Randy|K.|Weber|1953-07-02|M|
O000170|412575||Beto||O’Rourke|1972-09-26|M|
C001091|412576||Joaquin||Castro|1974-09-16|M|
W000816|412578||Roger||Williams|1949-09-13|M|
V000131|412579||Marc|A.|Veasey|1971-01-03|M|
V000132|412580||Filemon||Vela|1963-02-13|M|
S001192|412581||Chris||Stewart|1960-07-15|M|
K000384|412582|S362|Timothy||Kaine|1958-02-26|M|
K000381|412583||Derek||Kilmer|1974-01-01|M|
H001064|412584||Denny||Heck|1952-07-29|M|
P000607|412585||Mark||Pocan|1964-08-14|M|
K000385|412595||Robin||Kelly|1956-04-30|F|
S000051|400607||Marshall||Sanford|1960-05-28|M|
S001195|412596||Jason|T.|Smith|1980-06-16|M|
B001288|412598|S370|Cory|Anthony|Booker|1969-04-27|M|
C001101|412600||Katherine|M.|Clark|1963-07-17|F|
B001289|412601||Bradley||Byrne|1955-02-16|M|
B001290|412605||David|Alan|Brat|1964-07-27|M|
N000188|412606||Donald|W.|Norcross|1958-12-13|M|
A000370|412607||Alma||Adams|1946-05-27|F|
P000609|412608||Gary||Palmer|1954-05-14|M|
H001072|412609||French||Hill|1956-12-05|M|
W000821|412610||Bruce||Westerman|1967-11-18|M|
M001197|412611||Martha||McSally|1966-03-22|F|
G000574|412612||Ruben||Gallego|1979-11-20|M|
D000623|412613||Mark||DeSaulnier|1952-03-31|M|
K000387|412614||Steve||Knight|1966-12-17|M|
A000371|412615||Pete||Aguilar|1979-06-19|M|
L000582|412616||Ted||Lieu|1969-03-29|M|
T000474|412617||Norma||Torres|1965-04-04|F|
W000820|412618||Mimi||Walters|1962-05-14|F|
B001297|412619||Ken||Buck|1959-02-16|M|
C001107|412621||Carlos||Curbelo|1980-03-01|M|
C001103|412622||Buddy||Carter|1957-09-06|M|
H001071|412623||Jody||Hice|1960-04-22|M|
L000583|412624||Barry||Loudermilk|1963-12-22|M|
A000372|412625||Rick||Allen|1951-11-07|M|
B001294|412627||Rod||Blum|1955-04-26|M|
Y000066|412628||David||Young|1968-05-11|M|
B001295|412629||Mike||Bost|1960-12-30|M|
A000374|412630||Ralph||Abraham|1954-09-16|M|
G000577|412631||Garret||Graves|1972-01-31|M|
M001196|412632||Seth||Moulton|1978-10-24|M|
P000611|412633||Bruce||Poliquin|1953-11-01|M|
M001194|412634||John||Moolenaar|1961-05-08|M|
B001293|412635||Mike||Bishop|1967-03-18|M|
T000475|412636||Dave||Trott|1960-10-16|M|
D000624|412637||Debbie||Dingell|1953-11-23|F|
L000581|412638||Brenda||Lawrence|1954-10-18|F|
E000294|412639||Tom||Emmer|1961-03-03|M|
R000603|412641||David||Rouzer|1972-02-16|M|
M001193|412643||Tom||MacArthur|1960-10-16|M|
W000822|412644||Bonnie||Watson Coleman|1945-02-06|F|
Z000017|412646||Lee||Zeldin|1980-01-30|M|
R000602|412647||Kathleen||Rice|1965-02-15|F|
S001196|412648||Elise||Stefanik|1984-07-02|F|
K000386|412649||John||Katko|1962-11-09|M|
R000604|412650||Steve||Russell|1963-05-25|M|
C001106|412651||Ryan||Costello|1976-09-07|M|
B001296|412652||Brendan||Boyle|1977-02-06|M|
R000601|412653||John||Ratcliffe|1965-10-20|M|
H001073|412654||Will||Hurd|1977-08-19|M|
B001291|412655||Brian||Babin|1948-03-23|M|
L000584|412656||Mia||Love|1975-12-06|F|
B001292|412657||Donald||Beyer|1950-06-20|M|
C001105|412658||Barbara||Comstock|1959-06-30|F|
P000610|412659||Stacey||Plaskett|1964-05-13|F|
N000189|412660||Dan||Newhouse|1955-07-10|M|
G000576|412661||Glenn||Grothman|1955-07-03|M|
M001195|412662||Alex||Mooney|1971-06-05|M|
J000297|412663||Evan||Jenkins|1960-09-12|M|
R000600|412664||Aumua||Amata|1947-12-29|F|
S001198|412665|S383|Dan||Sullivan|1964-11-13|M|
