450,3501
451,3508
452,3887
453,3496
454,3499
455,3927
456,3913
457,3985
458,3982
459,3886
460,3875
461,3911
462,3901
463,3858
464,3857
465,1793
468,3497
469,3843
471,1508
471,2113
472,3855
473,3848
475,3825
477,3829
479,3815
480,3820
481,3822
482,3792
483,3794
484,4170
485,3797
486,3809
487,3767
488,3778
489,3785
490,4166
491,3790
494,2173
494,2733
495,3609
496,3006
497,2932
498,3910
499,2943
500,1663
500,3926
501,2171
503,2949
504,3966
505,3525
506,1744
507,2853
508,1531
509,3324
510,3419
512,4216
513,3418
515,4167
515,4384
516,2256
517,2349
517,4012
518,2278
519,3786
521,3171
522,4210
523,1602
524,2307
524,4043
525,1600
527,4170
528,3664
528,4206
529,2963
530,3818
531,3876
532,2285
532,3879
534,3433
536,1508
536,2113
537,2258
537,3732
537,4215
538,2358
538,3563
538,4274
539,1363
539,4237
540,1368
540,3686
541,4230
542,1585
542,2867
542,3612
543,1734
544,1649
546,3059
547,4240
548,3665
552,1904
554,4377
555,1909
556,4379
557,3475
558,4214
559,1689
561,3749
562,2317
564,3477
565,1687
566,1720
567,3892
568,4155
570,2158
570,4224
571,4390
572,2927
573,3009
573,3997
574,4392
577,3509
577,4136
578,4184
579,3895
580,1627
581,3946
582,1820
583,1512
583,3557
584,2322
584,4181
585,3880
586,3893
587,4179
588,1921
589,3730
589,4401
590,1679
591,1628
591,3539
592,1620
593,1514
594,1969
595,2021
596,2193
597,1732
597,1884
598,2318
599,3864
600,1878
600,3478
601,3411
602,2309
603,1622
604,2875
605,2361
606,3528
607,2804
608,1894
609,2263
609,3551
610,3390
611,2900
612,3662
615,1731
616,2877
617,1577
618,1654
619,1653
620,1553
620,2161
620,3671
620,4382
621,1652
622,1651
623,1660
624,1659
625,1657
626,1655
628,1639
629,1638
630,1637
631,3681
632,1636
632,2287
633,1644
634,1643
635,1642
636,1640
636,3516
637,1688
638,1690
639,1685
640,1686
641,1696
641,1908
642,1715
642,4202
643,1698
644,1693
645,1695
646,1670
647,1674
648,1668
649,1669
651,1680
652,1681
653,1676
654,1677
655,1594
656,1592
657,1597
658,1593
659,1601
660,1598
661,1605
662,2908
662,4480
663,1604
664,1574
665,1572
666,1581
667,1575
668,1583
669,1582
670,1587
671,1586
672,2882
672,4209
673,1618
674,1619
675,1621
676,1724
677,3047
678,1623
679,1624
680,1629
681,1630
682,1635
683,1606
683,2138
684,1607
685,1609
686,1611
687,1612
688,1613
689,1614
690,1615
691,4144
692,1788
693,4145
694,1784
695,4141
696,1781
697,4143
698,1777
699,1778
700,1775
701,1774
702,1773
703,4150
704,1770
705,1843
706,1768
707,4148
708,1767
709,4149
710,1765
711,1766
712,1764
713,1761
714,4147
715,1762
716,4191
717,1814
718,1813
718,2806
719,1809
720,4183
721,1810
722,4165
723,1804
724,4161
725,1803
726,4151
727,1802
728,1801
729,1797
730,1799
731,3676
732,1795
733,4297
734,1798
735,4294
736,1367
736,1789
736,4380
737,3030
738,1796
739,1787
740,1790
740,2293
741,1721
742,1719
742,3980
743,1725
744,1723
745,1713
746,1712
746,3995
747,1716
748,1714
749,1708
750,1705
751,1710
752,1709
753,2860
754,1702
755,1700
756,1704
757,1703
758,1754
759,1756
759,3312
760,1760
761,4044
762,1759
763,1749
764,1750
766,1752
767,1742
768,1745
769,1747
770,1748
771,1729
772,1828
772,4223
773,3569
774,1730
775,1737
776,1739
777,3938
778,3937
779,3936
779,3950
780,2865
780,3942
781,3620
782,3941
783,3536
784,3940
785,3939
786,3931
787,3930
788,3929
789,3856
789,3925
790,3935
791,3934
792,1855
793,3933
794,2072
794,3932
795,3957
796,3544
797,3960
798,2034
798,3053
798,3951
799,2167
799,3955
801,3965
802,3961
803,2316
804,3962
805,3943
806,3944
807,4468
808,1898
809,3948
810,3949
811,3945
812,3990
812,4160
813,1699
813,3986
814,3870
815,4023
815,4180
816,4017
817,1763
817,4038
818,4046
819,4193
820,2054
821,1548
821,2924
822,3972
823,3963
824,3983
825,3983
826,4119
827,4121
828,4122
829,4129
830,2335
831,4130
832,4131
833,3993
834,4051
835,4052
835,4277
836,4063
836,4132
836,4256
837,2265
838,1824
838,4077
839,3970
840,2873
840,4304
844,2332
844,3826
845,1543
845,2324
846,1785
848,3821
848,4033
851,3810
851,4283
852,3805
853,3803
854,1554
855,1552
856,3884
857,3868
858,4211
859,2166
860,1591
860,3599
861,3417
862,3865
863,1571
864,1570
865,3859
866,1566
867,3847
868,1564
869,3650
870,3851
871,2359
871,4162
873,1373
874,1562
875,3838
876,1535
876,3836
877,1558
878,1557
879,4175
880,3908
881,3907
882,2929
882,3909
883,2284
883,3756
884,1481
885,1482
886,3672
887,3904
889,3906
890,4386
891,1516
892,2163
892,4154
893,1519
894,1520
895,3903
896,1522
897,1815
898,3902
899,4296
901,1513
902,3968
903,2352
903,3890
904,1515
905,1529
906,3922
907,2956
907,3923
908,1528
909,1532
910,1717
911,1530
912,3924
913,1524
913,4490
914,3919
915,1521
916,3920
917,1526
918,3921
919,1525
920,3921
921,1540
922,3915
923,1539
924,3916
925,1542
926,3917
927,1541
928,3918
929,1534
930,2260
930,2295
931,1533
932,1538
932,2137
933,3912
934,1536
935,1976
935,3542
935,4371
936,3914
938,2238
939,3637
940,2239
941,3628
942,2241
943,2243
944,3639
945,2250
945,4185
946,3646
947,2252
948,3645
949,2253
950,3651
951,2254
952,3648
953,2213
954,3655
955,2214
956,3654
957,2220
958,1917
958,3808
959,2224
960,3659
961,1372
961,3670
962,2231
963,2232
964,2234
965,3677
966,2237
967,3494
968,3673
969,2200
970,3572
971,2199
972,3573
973,2880
973,3577
974,2203
975,2350
975,3582
976,2201
976,2855
977,2206
978,2205
979,2357
979,3585
980,2212
981,2208
982,3587
982,3632
982,3839
982,4125
983,2184
984,3597
985,2182
986,3601
987,2188
988,3602
989,2185
990,3606
991,2195
992,3610
993,3835
994,2191
995,1746
995,3616
996,2198
997,3618
999,3626
1000,2197
1001,3736
1002,2165
1003,2169
1004,2157
1005,3726
1006,2159
1007,2178
1008,2897
1009,2180
1010,3742
1011,2170
1012,2176
1013,3738
1014,2136
1014,4198
1015,3764
1016,2143
1017,2172
1018,2134
1019,3746
1020,2135
1021,2154
1022,2156
1023,2149
1024,3784
1024,3798
1024,3801
1024,4299
1025,2153
1026,3690
1027,2128
1028,3696
1029,2127
1030,3683
1031,2126
1031,4220
1032,3688
1033,2125
1034,2133
1035,3706
1036,2132
1037,2131
1038,3702
1039,2129
1040,3713
1041,2120
1042,3715
1043,2118
1044,2116
1044,3710
1045,2117
1046,3711
1047,2110
1048,2124
1049,3722
1050,2123
1051,3723
1053,2122
1054,3719
1055,2121
1056,3721
1058,3416
1060,3414
1062,3426
1064,3420
1066,3399
1067,1375
1068,3386
1069,3412
1072,3409
1072,3928
1073,2353
1074,3458
1075,2354
1076,3456
1077,2355
1078,2104
1078,3463
1079,2360
1080,3459
1081,2343
1082,3432
1083,2346
1084,3430
1085,2348
1086,3440
1087,2351
1088,2338
1089,2735
1090,2336
1091,2142
1091,2764
1091,4142
1092,2341
1093,2772
1093,3984
1093,4118
1094,2339
1095,2329
1096,2714
1096,3498
1096,3823
1097,2723
1098,2328
1099,2130
1099,2725
1099,3652
1099,3788
1100,2331
1100,3728
1101,2731
1102,2330
1103,2803
1104,2321
1105,2145
1105,3372
1105,3853
1105,3873
1106,2319
1107,3379
1108,2327
1109,2325
1110,3381
1111,1858
1111,2781
1112,2312
1113,2311
1114,2783
1114,2910
1115,2155
1115,2790
1115,3318
1116,2315
1116,2333
1117,2794
1118,2313
1119,2070
1119,3552
1120,2305
1121,2306
1122,3549
1123,2303
1124,3546
1125,3039
1126,2304
1127,3545
1128,2301
1129,3538
1130,2302
1131,3535
1132,2298
1133,1667
1133,3534
1134,2299
1135,3566
1136,2296
1137,3561
1138,2297
1139,3560
1141,2292
1141,4174
1142,3564
1143,3559
1144,2294
1145,2267
1145,3558
1146,2290
1147,2291
1148,3555
1149,2283
1150,2288
1151,3489
1152,2281
1153,2279
1154,3485
1155,2277
1156,3487
1157,2276
1158,2275
1159,3480
1159,3854
1160,1805
1161,2273
1161,3869
1162,3472
1163,2272
1164,3479
1165,2271
1166,3530
1167,2270
1168,3532
1169,2269
1170,3519
1171,2268
1173,2262
1174,2286
1175,2289
1175,3521
1176,2261
1177,2308
1177,2859
1177,3500
1177,4213
1178,3513
1179,2259
1180,3495
1181,2257
1182,2164
1182,2894
1183,2255
1184,1926
1185,1925
1186,1929
1187,1928
1188,2387
1189,1934
1190,2389
1190,2446
1190,3789
1190,3831
1191,1930
1192,1937
1193,2390
1193,2960
1194,1936
1195,2391
1196,1939
1197,1938
1198,1365
1199,1943
1199,3026
1200,1942
1201,1948
1202,1947
1203,1953
1204,1949
1205,1899
1206,1900
1207,1901
1208,1903
1209,1905
1210,1907
1211,1910
1212,1911
1213,4200
1214,1912
1216,1913
1217,1916
1218,1918
1219,1919
1220,1922
1222,1923
1223,1924
1224,1867
1225,2449
1226,1866
1227,2451
1228,1863
1229,2445
1230,1862
1231,3289
1232,2448
1233,1876
1234,2707
1234,3956
1234,4244
1235,1871
1236,2710
1237,1872
1238,2452
1238,2811
1238,3781
1239,1868
1240,2453
1241,1886
1242,2429
1243,1880
1243,1979
1244,2431
1245,1881
1246,2424
1247,1879
1248,2428
1249,2442
1249,2869
1249,4285
1250,1897
1251,1896
1252,2444
1253,1895
1254,1890
1255,2441
1256,1823
1257,1825
1258,2407
1258,3765
1258,4128
1258,4289
1259,1819
1260,2405
1260,3367
1261,3752
1262,1555
1263,1821
1264,2403
1264,3636
1264,3762
1264,4115
1265,1833
1266,2423
1267,1834
1268,2422
1268,4291
1269,2146
1269,2420
1269,2796
1269,3763
1270,1829
1271,1830
1272,2411
1272,2705
1272,4107
1272,4290
1273,3834
1274,1849
1275,2395
1275,3701
1275,3783
1275,3795
1275,4300
1276,1854
1277,2394
1278,1840
1279,2393
1280,1845
1281,1914
1281,2392
1282,1718
1282,3740
1283,1859
1284,2402
1284,2415
1284,2425
1284,2443
1285,1860
1286,2401
1286,3699
1286,4102
1286,4298
1287,2398
1288,1856
1289,1857
1290,2396
1291,2064
1293,2063
1294,2066
1295,2065
1296,2055
1297,2052
1298,2061
1299,2060
1300,2100
1301,2080
1302,2108
1303,2106
1304,2075
1306,2068
1307,2079
1308,2076
1309,2025
1310,2026
1311,2027
1312,2028
1313,2015
1314,2017
1314,2334
1315,2019
1316,2022
1317,2042
1319,2046
1320,2048
1321,2050
1323,2035
1324,2037
1325,2040
1326,2041
1327,2006
1328,2003
1329,3506
1330,2002
1331,2001
1332,1995
1333,1992
1333,2356
1335,1991
1336,1988
1337,2014
1338,2013
1339,2012
1340,2011
1341,2010
1342,2009
1343,2008
1344,2007
1345,1966
1346,1967
1347,1961
1348,1963
1349,1617
1350,1958
1351,1959
1352,1954
1353,1984
1354,1956
1355,1980
1355,4271
1356,1987
1357,1977
1358,1978
1359,1972
1360,1973
1361,1968
1361,2326
1362,1971
